time_s	gforce_x	gforce_y	gforce_z	lin_acc_x	lin_acc_y	lin_acc_z
98.174	-0.36	0.01	1.06	-6.2	-3.28	1.62
98.197	-0.37	-0.1	1.08	-6.2	-3.28	1.62
98.199	-0.37	-0.1	1.08	-6.34	-4.41	1.8
98.2	-0.34	-0.17	1.06	-6.34	-4.41	1.8
98.201	-0.34	-0.17	1.06	-6.04	-5.1	1.58
98.204	-0.3	-0.22	1.0	-6.04	-5.1	1.58
98.205	-0.3	-0.22	1.0	-5.59	-5.67	1.08
98.223	-0.24	-0.27	0.95	-5.59	-5.67	1.08
98.229	-0.24	-0.27	0.95	-5.0	-6.16	0.57
98.23	-0.23	-0.31	0.86	-5.0	-6.16	0.57
98.232	-0.23	-0.31	0.86	-4.93	-6.64	-0.3
98.235	-0.19	-0.34	0.8	-4.93	-6.64	-0.3
98.236	-0.19	-0.34	0.8	-4.49	-6.9	-0.91
98.258	-0.19	-0.34	0.71	-4.49	-6.9	-0.91
98.26	-0.19	-0.34	0.71	-4.48	-6.89	-1.77
98.261	-0.18	-0.32	0.64	-4.48	-6.89	-1.77
98.262	-0.18	-0.32	0.64	-4.4	-6.69	-2.42
98.265	-0.17	-0.29	0.58	-4.4	-6.69	-2.42
98.266	-0.17	-0.29	0.58	-4.33	-6.38	-3.07
98.284	-0.18	-0.25	0.55	-4.33	-6.38	-3.07
98.286	-0.18	-0.25	0.55	-4.37	-6.0	-3.35
98.286	-0.2	-0.2	0.54	-4.37	-6.0	-3.35
98.287	-0.2	-0.2	0.54	-4.6	-5.54	-3.43
98.296	-0.24	-0.15	0.57	-4.6	-5.54	-3.43
98.297	-0.24	-0.15	0.57	-5.0	-4.98	-3.2
98.304	-0.28	-0.06	0.65	-5.0	-4.98	-3.2
98.305	-0.28	-0.06	0.65	-5.44	-4.08	-2.4
98.314	-0.31	0.05	0.71	-5.44	-4.08	-2.4
98.315	-0.31	0.05	0.71	-5.79	-3.04	-1.81
98.324	-0.32	0.15	0.71	-5.79	-3.04	-1.81
98.325	-0.32	0.15	0.71	-5.86	-2.02	-1.79
98.335	-0.29	0.21	0.73	-5.86	-2.02	-1.79
98.336	-0.29	0.21	0.73	-5.7	-1.3	-1.54
98.345	-0.32	0.23	0.73	-5.7	-1.3	-1.54
98.346	-0.32	0.23	0.73	-6.0	-1.14	-1.62
98.354	-0.31	0.25	0.71	-6.0	-1.14	-1.62
98.355	-0.31	0.25	0.71	-5.96	-0.89	-1.79
98.364	-0.31	0.24	0.7	-5.96	-0.89	-1.79
98.365	-0.31	0.24	0.7	-5.98	-0.97	-1.83
98.374	-0.32	0.21	0.72	-5.98	-0.97	-1.83
98.375	-0.32	0.21	0.72	-6.13	-1.32	-1.68
98.389	-0.33	0.16	0.77	-6.13	-1.32	-1.68
98.39	-0.33	0.16	0.77	-6.31	-1.76	-1.14
98.416	-0.35	0.11	0.84	-6.31	-1.76	-1.14
98.418	-0.35	0.11	0.84	-6.64	-2.17	-0.45
98.418	-0.38	0.07	0.9	-6.64	-2.17	-0.45
98.419	-0.38	0.07	0.9	-6.92	-2.55	0.09
98.42	-0.41	0.04	0.97	-6.92	-2.55	0.09
98.421	-0.41	0.04	0.97	-7.2	-2.81	0.85
98.424	-0.41	0.06	1.06	-7.2	-2.81	0.85
98.425	-0.41	0.06	1.06	-7.25	-2.68	1.69
98.434	-0.38	0.07	1.13	-7.25	-2.68	1.69
98.435	-0.38	0.07	1.13	-7.01	-2.5	2.37
98.445	-0.35	0.07	1.14	-7.01	-2.5	2.37
98.446	-0.35	0.07	1.14	-6.76	-2.5	2.53
98.454	-0.34	0.04	1.12	-6.76	-2.5	2.53
98.455	-0.34	0.04	1.12	-6.62	-2.77	2.34
98.464	-0.33	0.04	1.08	-6.62	-2.77	2.34
98.465	-0.33	0.04	1.08	-6.59	-2.79	1.89
98.474	-0.4	0.03	1.06	-6.59	-2.79	1.89
98.475	-0.4	0.03	1.06	-7.26	-2.87	1.68
98.488	-0.47	0.06	1.05	-7.26	-2.87	1.68
98.489	-0.47	0.06	1.05	-7.94	-2.57	1.62
98.519	-0.57	0.07	1.05	-7.94	-2.57	1.62
98.52	-0.57	0.07	1.05	-8.97	-2.45	1.64
98.521	-0.67	0.07	1.05	-8.97	-2.45	1.64
98.522	-0.67	0.07	1.05	-9.91	-2.51	1.65
98.523	-0.74	0.04	1.07	-9.91	-2.51	1.65
98.524	-0.74	0.04	1.07	-10.62	-2.74	1.86
98.527	-0.78	0.0	1.08	-10.62	-2.74	1.86
98.529	-0.78	0.0	1.08	-11.03	-3.13	1.96
98.535	-0.74	-0.04	1.16	-11.03	-3.13	1.96
98.537	-0.74	-0.04	1.16	-10.56	-3.58	2.71
98.557	-0.6	-0.01	1.35	-10.56	-3.58	2.71
98.558	-0.6	-0.01	1.35	-9.16	-3.31	4.53
98.56	-0.32	0.13	1.58	-9.16	-3.31	4.53
98.561	-0.32	0.13	1.58	-6.45	-1.89	6.81
98.583	-0.15	0.11	1.72	-6.45	-1.89	6.81
98.584	-0.15	0.11	1.72	-4.75	-2.1	8.15
98.584	-0.12	0.02	1.84	-4.75	-2.1	8.15
98.585	-0.12	0.02	1.84	-4.4	-2.99	9.35
98.585	-0.11	-0.04	1.84	-4.4	-2.99	9.35
98.585	-0.11	-0.04	1.84	-4.32	-3.68	9.39
98.61	-0.07	-0.03	1.75	-4.32	-3.68	9.39
98.611	-0.07	-0.03	1.75	-3.92	-3.64	8.46
98.612	-0.01	0.0	1.54	-3.92	-3.64	8.46
98.613	-0.01	0.0	1.54	-3.31	-3.34	6.45
98.614	0.03	0.01	1.28	-3.31	-3.34	6.45
98.614	0.03	0.01	1.28	-2.89	-3.36	3.92
98.624	0.06	-0.03	1.03	-2.89	-3.36	3.92
98.625	0.06	-0.03	1.03	-2.57	-3.79	1.54
98.635	0.09	-0.07	0.81	-2.57	-3.79	1.54
98.636	0.09	-0.07	0.81	-2.27	-4.24	-0.63
98.647	0.1	-0.11	0.64	-2.27	-4.24	-0.63
98.648	0.1	-0.11	0.64	-2.13	-4.64	-2.32
98.654	0.06	-0.15	0.45	-2.13	-4.64	-2.32
98.654	0.06	-0.15	0.45	-2.41	-5.13	-4.22
98.663	0.06	-0.23	0.43	-2.41	-5.13	-4.22
98.664	0.06	-0.23	0.43	-2.34	-5.86	-4.38
98.674	-0.01	-0.3	0.42	-2.34	-5.86	-4.38
98.674	-0.01	-0.3	0.42	-3.01	-6.56	-4.49
98.684	-0.12	-0.33	0.51	-3.01	-6.56	-4.49
98.685	-0.12	-0.33	0.51	-4.11	-6.95	-3.66
98.71	-0.22	-0.29	0.66	-4.11	-6.95	-3.66
98.711	-0.22	-0.29	0.66	-5.11	-6.52	-2.16
98.711	-0.3	-0.18	0.84	-5.11	-6.52	-2.16
98.712	-0.3	-0.18	0.84	-5.89	-5.46	-0.37
98.714	-0.36	-0.04	0.95	-5.89	-5.46	-0.37
98.715	-0.36	-0.04	0.95	-6.55	-4.14	0.78
98.724	-0.35	0.09	1.05	-6.55	-4.14	0.78
98.725	-0.35	0.09	1.05	-6.57	-2.86	1.77
98.734	-0.3	0.19	1.1	-6.57	-2.86	1.77
98.735	-0.3	0.19	1.1	-6.1	-1.9	2.24
98.746	-0.22	0.24	1.07	-6.1	-1.9	2.24
98.747	-0.22	0.24	1.07	-5.36	-1.38	1.96
98.754	-0.18	0.26	1.05	-5.36	-1.38	1.96
98.755	-0.18	0.26	1.05	-4.97	-1.23	1.84
98.764	-0.22	0.22	1.02	-4.97	-1.23	1.84
98.766	-0.22	0.22	1.02	-5.29	-1.59	1.45
98.774	-0.19	0.22	0.94	-5.29	-1.59	1.45
98.775	-0.19	0.22	0.94	-5.03	-1.61	0.75
98.791	-0.17	0.22	0.82	-5.03	-1.61	0.75
98.794	-0.17	0.22	0.82	-4.78	-1.6	-0.52
98.795	-0.15	0.19	0.72	-4.78	-1.6	-0.52
98.796	-0.15	0.19	0.72	-4.52	-1.91	-1.51
98.805	-0.11	0.15	0.64	-4.52	-1.91	-1.51
98.806	-0.11	0.15	0.64	-4.14	-2.27	-2.24
98.825	-0.1	0.09	0.54	-4.14	-2.27	-2.24
98.827	-0.1	0.09	0.54	-3.89	-2.85	-3.28
98.828	-0.08	0.01	0.49	-3.89	-2.85	-3.28
98.829	-0.08	0.01	0.49	-3.71	-3.63	-3.74
98.834	-0.12	-0.08	0.47	-3.71	-3.63	-3.74
98.835	-0.12	-0.08	0.47	-4.04	-4.57	-3.92
98.844	-0.15	-0.17	0.5	-4.04	-4.57	-3.92
98.846	-0.15	-0.17	0.5	-4.39	-5.51	-3.65
98.854	-0.24	-0.24	0.59	-4.39	-5.51	-3.65
98.855	-0.24	-0.24	0.59	-5.21	-6.27	-2.78
98.864	-0.33	-0.3	0.69	-5.21	-6.27	-2.78
98.865	-0.33	-0.3	0.69	-6.06	-6.84	-1.81
98.874	-0.39	-0.32	0.77	-6.06	-6.84	-1.81
98.875	-0.39	-0.32	0.77	-6.65	-7.05	-0.92
98.89	-0.43	-0.31	0.84	-6.65	-7.05	-0.92
98.892	-0.43	-0.31	0.84	-7.03	-6.98	-0.25
98.894	-0.45	-0.28	0.9	-7.03	-6.98	-0.25
98.895	-0.45	-0.28	0.9	-7.25	-6.71	0.31
98.917	-0.46	-0.24	0.92	-7.25	-6.71	0.31
98.918	-0.46	-0.24	0.92	-7.37	-6.38	0.58
98.919	-0.46	-0.21	0.94	-7.37	-6.38	0.58
98.92	-0.46	-0.21	0.94	-7.42	-6.05	0.74
98.924	-0.46	-0.16	0.95	-7.42	-6.05	0.74
98.926	-0.46	-0.16	0.95	-7.38	-5.65	0.82
98.934	-0.44	-0.12	0.94	-7.38	-5.65	0.82
98.936	-0.44	-0.12	0.94	-7.17	-5.27	0.78
98.944	-0.4	-0.09	0.94	-7.17	-5.27	0.78
98.945	-0.4	-0.09	0.94	-6.78	-4.98	0.82
98.954	-0.36	-0.08	0.96	-6.78	-4.98	0.82
98.955	-0.36	-0.08	0.96	-6.37	-4.94	0.95
98.965	-0.33	-0.09	1.0	-6.37	-4.94	0.95
98.966	-0.33	-0.09	1.0	-6.13	-5.07	1.38
98.974	-0.32	-0.11	1.06	-6.13	-5.07	1.38
98.975	-0.32	-0.11	1.06	-6.02	-5.26	2.01
98.993	-0.33	-0.12	1.12	-6.02	-5.26	2.01
98.995	-0.33	-0.12	1.12	-6.05	-5.46	2.56
98.996	-0.33	-0.16	1.15	-6.05	-5.46	2.56
98.997	-0.33	-0.16	1.15	-6.09	-5.81	2.87
99.005	-0.39	-0.2	1.12	-6.09	-5.81	2.87
99.006	-0.39	-0.2	1.12	-6.67	-6.27	2.64
99.022	-0.49	-0.25	1.11	-6.67	-6.27	2.64
99.025	-0.49	-0.25	1.11	-7.66	-6.72	2.52
99.026	-0.61	-0.27	1.12	-7.66	-6.72	2.52
99.026	-0.61	-0.27	1.12	-8.83	-6.91	2.6
99.037	-0.72	-0.26	1.13	-8.83	-6.91	2.6
99.039	-0.72	-0.26	1.13	-9.85	-6.82	2.76
99.05	-0.79	-0.2	1.15	-9.85	-6.82	2.76
99.052	-0.79	-0.2	1.15	-10.54	-6.28	2.93
99.055	-0.82	-0.13	1.11	-10.54	-6.28	2.93
99.056	-0.82	-0.13	1.11	-10.82	-5.62	2.54
99.08	-0.73	-0.06	1.15	-10.82	-5.62	2.54
99.082	-0.73	-0.06	1.15	-9.93	-4.89	2.88
99.085	-0.54	-0.01	1.19	-9.93	-4.89	2.88
99.086	-0.54	-0.01	1.19	-8.09	-4.4	3.26
99.087	-0.22	-0.06	1.22	-8.09	-4.4	3.26
99.088	-0.22	-0.06	1.22	-4.88	-4.87	3.56
99.112	-0.03	-0.09	1.38	-4.88	-4.87	3.56
99.112	-0.03	-0.09	1.38	-2.95	-5.19	5.11
99.113	-0.03	-0.12	1.57	-2.95	-5.19	5.11
99.113	-0.03	-0.12	1.57	-2.96	-5.44	6.99
99.138	-0.02	-0.06	1.67	-2.96	-5.44	6.99
99.139	-0.02	-0.06	1.67	-2.91	-4.9	7.98
99.14	-0.05	-0.05	1.68	-2.91	-4.9	7.98
99.14	-0.05	-0.05	1.68	-3.18	-4.74	8.1
99.14	-0.13	-0.08	1.61	-3.18	-4.74	8.1
99.141	-0.13	-0.08	1.61	-4.0	-5.07	7.4
99.149	-0.13	-0.13	1.42	-4.0	-5.07	7.4
99.15	-0.13	-0.13	1.42	-3.99	-5.42	5.5
99.154	-0.05	-0.12	1.21	-3.99	-5.42	5.5
99.155	-0.05	-0.12	1.21	-3.2	-5.37	3.41
99.164	0.07	-0.05	0.97	-3.2	-5.37	3.41
99.164	0.07	-0.05	0.97	-2.04	-4.67	1.03
99.174	0.17	0.02	0.77	-2.04	-4.67	1.03
99.174	0.17	0.02	0.77	-0.93	-3.92	-0.99
99.184	0.24	0.1	0.6	-0.93	-3.92	-0.99
99.185	0.24	0.1	0.6	-0.24	-3.11	-2.67
99.208	0.25	0.19	0.5	-0.24	-3.11	-2.67
99.209	0.25	0.19	0.5	-0.05	-2.23	-3.69
99.209	0.19	0.24	0.52	-0.05	-2.23	-3.69
99.21	0.19	0.24	0.52	-0.58	-1.65	-3.46
99.214	0.08	0.27	0.62	-0.58	-1.65	-3.46
99.214	0.08	0.27	0.62	-1.71	-1.35	-2.55
99.224	-0.08	0.24	0.78	-1.71	-1.35	-2.55
99.224	-0.08	0.24	0.78	-3.24	-1.68	-0.95
99.234	-0.2	0.17	0.91	-3.24	-1.68	-0.95
99.235	-0.2	0.17	0.91	-4.44	-2.35	0.3
99.244	-0.3	0.05	1.02	-4.44	-2.35	0.3
99.247	-0.3	0.05	1.02	-5.45	-3.45	1.44
99.254	-0.36	-0.06	1.09	-5.45	-3.45	1.44
99.255	-0.36	-0.06	1.09	-6.11	-4.54	2.14
99.271	-0.39	-0.15	1.18	-6.11	-4.54	2.14
99.272	-0.39	-0.15	1.18	-6.36	-5.45	2.97
99.274	-0.34	-0.18	1.16	-6.36	-5.45	2.97
99.275	-0.34	-0.18	1.16	-5.93	-5.84	2.79
99.298	-0.29	-0.22	1.13	-5.93	-5.84	2.79
99.3	-0.29	-0.22	1.13	-5.41	-6.19	2.47
99.301	-0.24	-0.25	1.07	-5.41	-6.19	2.47
99.301	-0.24	-0.25	1.07	-4.92	-6.51	1.91
99.304	-0.22	-0.27	0.99	-4.92	-6.51	1.91
99.305	-0.22	-0.27	0.99	-4.68	-6.75	1.15
99.314	-0.2	-0.27	0.9	-4.68	-6.75	1.15
99.316	-0.2	-0.27	0.9	-4.5	-6.72	0.28
99.324	-0.17	-0.25	0.8	-4.5	-6.72	0.28
99.325	-0.17	-0.25	0.8	-4.27	-6.56	-0.65
99.334	-0.17	-0.23	0.68	-4.27	-6.56	-0.65
99.336	-0.17	-0.23	0.68	-4.19	-6.37	-1.88
99.344	-0.14	-0.18	0.61	-4.19	-6.37	-1.88
99.345	-0.14	-0.18	0.61	-3.88	-5.9	-2.5
99.354	-0.15	-0.14	0.57	-3.88	-5.9	-2.5
99.355	-0.15	-0.14	0.57	-4.03	-5.55	-2.91
99.372	-0.18	-0.11	0.55	-4.03	-5.55	-2.91
99.375	-0.18	-0.11	0.55	-4.29	-5.22	-3.15
99.376	-0.24	-0.08	0.59	-4.29	-5.22	-3.15
99.377	-0.24	-0.08	0.59	-4.84	-4.93	-2.8
99.406	-0.29	-0.04	0.63	-4.84	-4.93	-2.8
99.408	-0.29	-0.04	0.63	-5.39	-4.51	-2.34
99.409	-0.34	0.02	0.73	-5.39	-4.51	-2.34
99.41	-0.34	0.02	0.73	-5.83	-3.88	-1.41
99.41	-0.39	0.06	0.76	-5.83	-3.88	-1.41
99.412	-0.39	0.06	0.76	-6.38	-3.49	-1.12
99.415	-0.37	0.13	0.8	-6.38	-3.49	-1.12
99.416	-0.37	0.13	0.8	-6.29	-2.77	-0.7
99.424	-0.33	0.16	0.76	-6.29	-2.77	-0.7
99.426	-0.33	0.16	0.76	-5.89	-2.51	-1.09
99.434	-0.31	0.15	0.73	-5.89	-2.51	-1.09
99.435	-0.31	0.15	0.73	-5.74	-2.54	-1.36
99.444	-0.29	0.13	0.7	-5.74	-2.54	-1.36
99.446	-0.29	0.13	0.7	-5.64	-2.71	-1.61
99.454	-0.31	0.1	0.71	-5.64	-2.71	-1.61
99.455	-0.31	0.1	0.71	-5.84	-3.04	-1.51
99.473	-0.32	0.06	0.73	-5.84	-3.04	-1.51
99.475	-0.32	0.06	0.73	-6.0	-3.44	-1.33
99.476	-0.36	0.01	0.79	-6.0	-3.44	-1.33
99.477	-0.36	0.01	0.79	-6.4	-3.91	-0.75
99.484	-0.38	-0.03	0.85	-6.4	-3.91	-0.75
99.485	-0.38	-0.03	0.85	-6.68	-4.25	-0.16
99.506	-0.4	-0.04	0.92	-6.68	-4.25	-0.16
99.508	-0.4	-0.04	0.92	-6.9	-4.36	0.51
99.509	-0.4	-0.03	1.01	-6.9	-4.36	0.51
99.51	-0.4	-0.03	1.01	-6.91	-4.22	1.42
99.52	-0.35	0.0	1.08	-6.91	-4.22	1.42
99.522	-0.35	0.0	1.08	-6.47	-3.87	2.07
99.543	-0.3	0.02	1.1	-6.47	-3.87	2.07
99.545	-0.3	0.02	1.1	-5.95	-3.65	2.27
99.549	-0.28	0.1	1.12	-5.95	-3.65	2.27
99.551	-0.28	0.1	1.12	-5.76	-2.85	2.51
99.554	-0.38	0.16	1.13	-5.76	-2.85	2.51
99.555	-0.38	0.16	1.13	-6.71	-2.25	2.61
99.564	-0.53	0.18	1.16	-6.71	-2.25	2.61
99.565	-0.53	0.18	1.16	-8.27	-2.09	2.85
99.574	-0.66	0.15	1.17	-8.27	-2.09	2.85
99.575	-0.66	0.15	1.17	-9.57	-2.4	2.95
99.595	-0.76	0.08	1.16	-9.57	-2.4	2.95
99.597	-0.76	0.08	1.16	-10.53	-3.11	2.95
99.599	-0.8	0.0	1.18	-10.53	-3.11	2.95
99.6	-0.8	0.0	1.18	-10.95	-3.86	3.11
99.604	-0.73	-0.06	1.26	-10.95	-3.86	3.11
99.606	-0.73	-0.06	1.26	-10.27	-4.45	3.89
99.633	-0.57	-0.01	1.43	-10.27	-4.45	3.89
99.635	-0.57	-0.01	1.43	-8.63	-4.02	5.58
99.637	-0.37	0.06	1.61	-8.63	-4.02	5.58
99.638	-0.37	0.06	1.61	-6.64	-3.3	7.27
99.638	-0.28	0.03	1.67	-6.64	-3.3	7.27
99.639	-0.28	0.03	1.67	-5.72	-3.65	7.86
99.661	-0.24	0.0	1.76	-5.72	-3.65	7.86
99.662	-0.24	0.0	1.76	-5.32	-3.95	8.8
99.662	-0.22	-0.03	1.76	-5.32	-3.95	8.8
99.662	-0.22	-0.03	1.76	-5.1	-4.32	8.75
99.688	-0.16	-0.01	1.65	-5.1	-4.32	8.75
99.689	-0.16	-0.01	1.65	-4.52	-4.15	7.75
99.69	-0.08	0.01	1.46	-4.52	-4.15	7.75
99.69	-0.08	0.01	1.46	-3.75	-3.99	5.89
99.69	-0.02	0.0	1.25	-3.75	-3.99	5.89
99.691	-0.02	0.0	1.25	-3.15	-4.11	3.89
99.7	0.03	-0.04	1.05	-3.15	-4.11	3.89
99.701	0.03	-0.04	1.05	-2.59	-4.53	1.94
99.704	0.07	-0.09	0.86	-2.59	-4.53	1.94
99.705	0.07	-0.09	0.86	-2.11	-5.05	0.04
99.729	0.11	-0.12	0.69	-2.11	-5.05	0.04
99.73	0.11	-0.12	0.69	-1.7	-5.45	-1.59
99.73	0.09	-0.17	0.52	-1.7	-5.45	-1.59
99.73	0.09	-0.17	0.52	-1.82	-5.93	-3.29
99.734	0.08	-0.25	0.49	-1.82	-5.93	-3.29
99.734	0.08	-0.25	0.49	-1.86	-6.72	-3.58
99.744	0.03	-0.33	0.47	-1.86	-6.72	-3.58
99.745	0.03	-0.33	0.47	-2.37	-7.46	-3.79
99.754	-0.08	-0.4	0.53	-2.37	-7.46	-3.79
99.754	-0.08	-0.4	0.53	-3.4	-8.17	-3.24
99.765	-0.19	-0.39	0.67	-3.4	-8.17	-3.24
99.766	-0.19	-0.39	0.67	-4.53	-8.15	-1.82
99.794	-0.3	-0.28	0.88	-4.53	-8.15	-1.82
99.795	-0.3	-0.28	0.88	-5.62	-7.03	0.23
99.795	-0.32	-0.13	0.97	-5.62	-7.03	0.23
99.795	-0.32	-0.13	0.97	-5.94	-5.52	1.1
99.796	-0.31	0.01	0.99	-5.94	-5.52	1.1
99.796	-0.31	0.01	0.99	-5.86	-4.15	1.34
99.804	-0.27	0.13	0.98	-5.86	-4.15	1.34
99.804	-0.27	0.13	0.98	-5.54	-3.03	1.23
99.814	-0.23	0.19	0.95	-5.54	-3.03	1.23
99.815	-0.23	0.19	0.95	-5.17	-2.37	0.93
99.826	-0.2	0.2	0.93	-5.17	-2.37	0.93
99.828	-0.2	0.2	0.93	-4.89	-2.29	0.74
99.834	-0.22	0.16	0.92	-4.89	-2.29	0.74
99.835	-0.22	0.16	0.92	-5.05	-2.69	0.72
99.844	-0.21	0.14	0.89	-5.05	-2.69	0.72
99.845	-0.21	0.14	0.89	-5.01	-2.88	0.41
99.854	-0.18	0.14	0.84	-5.01	-2.88	0.41
99.855	-0.18	0.14	0.84	-4.76	-2.79	-0.17
99.875	-0.15	0.16	0.77	-4.76	-2.79	-0.17
99.878	-0.15	0.16	0.77	-4.42	-2.52	-0.88
99.879	-0.11	0.19	0.68	-4.42	-2.52	-0.88
99.88	-0.11	0.19	0.68	-4.03	-2.25	-1.76
99.884	-0.11	0.18	0.62	-4.03	-2.25	-1.76
99.886	-0.11	0.18	0.62	-4.04	-2.35	-2.3
99.898	-0.11	0.16	0.55	-4.04	-2.35	-2.3
99.9	-0.11	0.16	0.55	-3.97	-2.48	-3.08
99.904	-0.12	0.13	0.52	-3.97	-2.48	-3.08
99.907	-0.12	0.13	0.52	-4.09	-2.8	-3.39
99.914	-0.16	0.06	0.53	-4.09	-2.8	-3.39
99.915	-0.16	0.06	0.53	-4.46	-3.45	-3.24
99.925	-0.24	-0.05	0.57	-4.46	-3.45	-3.24
99.926	-0.24	-0.05	0.57	-5.21	-4.53	-2.84
99.934	-0.31	-0.15	0.67	-5.21	-4.53	-2.84
99.935	-0.31	-0.15	0.67	-5.89	-5.51	-1.92
99.945	-0.39	-0.23	0.75	-5.89	-5.51	-1.92
99.946	-0.39	-0.23	0.75	-6.69	-6.39	-1.08
99.954	-0.46	-0.29	0.84	-6.69	-6.39	-1.08
99.955	-0.46	-0.29	0.84	-7.38	-6.96	-0.2
99.964	-0.5	-0.33	0.88	-7.38	-6.96	-0.2
99.965	-0.5	-0.33	0.88	-7.78	-7.3	0.23
99.995	-0.5	-0.33	0.89	-7.78	-7.3	0.23
99.997	-0.5	-0.33	0.89	-7.77	-7.34	0.33
99.998	-0.47	-0.32	0.88	-7.77	-7.34	0.33
99.999	-0.47	-0.32	0.88	-7.54	-7.25	0.22
100.0	-0.43	-0.29	0.86	-7.54	-7.25	0.22
100.001	-0.43	-0.29	0.86	-7.11	-6.99	0.01
100.004	-0.37	-0.24	0.85	-7.11	-6.99	0.01
100.005	-0.37	-0.24	0.85	-6.57	-6.49	-0.05
100.019	-0.34	-0.18	0.86	-6.57	-6.49	-0.05
100.021	-0.34	-0.18	0.86	-6.25	-5.95	0.07
100.031	-0.31	-0.12	0.91	-6.25	-5.95	0.07
100.032	-0.31	-0.12	0.91	-5.92	-5.33	0.54
100.034	-0.31	-0.06	0.98	-5.92	-5.33	0.54
100.035	-0.31	-0.06	0.98	-5.91	-4.76	1.24
100.044	-0.33	-0.02	1.06	-5.91	-4.76	1.24
100.045	-0.33	-0.02	1.06	-6.13	-4.37	2.02
100.054	-0.36	-0.01	1.15	-6.13	-4.37	2.02
100.055	-0.36	-0.01	1.15	-6.39	-4.25	2.86
100.068	-0.39	-0.08	1.25	-6.39	-4.25	2.86
100.07	-0.39	-0.08	1.25	-6.69	-4.99	3.84
100.094	-0.48	-0.18	1.23	-6.69	-4.99	3.84
100.096	-0.48	-0.18	1.23	-7.62	-5.97	3.66
100.097	-0.61	-0.28	1.23	-7.62	-5.97	3.66
100.098	-0.61	-0.28	1.23	-8.88	-6.96	3.69
100.098	-0.71	-0.33	1.24	-8.88	-6.96	3.69
100.1	-0.71	-0.33	1.24	-9.89	-7.49	3.81
100.104	-0.77	-0.34	1.25	-9.89	-7.49	3.81
100.105	-0.77	-0.34	1.25	-10.49	-7.6	3.86
100.125	-0.78	-0.33	1.15	-10.49	-7.6	3.86
100.127	-0.78	-0.33	1.15	-10.57	-7.41	2.88
100.128	-0.76	-0.28	1.09	-10.57	-7.41	2.88
100.13	-0.76	-0.28	1.09	-10.34	-6.92	2.27
100.151	-0.67	-0.22	1.08	-10.34	-6.92	2.27
100.153	-0.67	-0.22	1.08	-9.35	-6.34	2.15
100.155	-0.47	-0.16	1.08	-9.35	-6.34	2.15
100.156	-0.47	-0.16	1.08	-7.44	-5.74	2.16
100.157	-0.21	-0.15	1.09	-7.44	-5.74	2.16
100.158	-0.21	-0.15	1.09	-4.8	-5.59	2.2
100.177	-0.09	-0.1	1.18	-4.8	-5.59	2.2
100.178	-0.09	-0.1	1.18	-3.57	-5.14	3.15
100.179	-0.06	-0.07	1.32	-3.57	-5.14	3.15
100.181	-0.06	-0.07	1.32	-3.27	-4.81	4.46
100.201	-0.05	-0.09	1.48	-3.27	-4.81	4.46
100.202	-0.05	-0.09	1.48	-3.19	-5.03	6.02
100.203	-0.09	-0.13	1.6	-3.19	-5.03	6.02
100.205	-0.09	-0.13	1.6	-3.7	-5.36	7.21
100.206	-0.14	-0.14	1.65	-3.7	-5.36	7.21
100.207	-0.14	-0.14	1.65	-4.21	-5.41	7.67
100.228	-0.13	-0.13	1.58	-4.21	-5.41	7.67
100.23	-0.13	-0.13	1.58	-4.07	-5.3	7.03
100.23	-0.06	-0.08	1.4	-4.07	-5.3	7.03
100.231	-0.06	-0.08	1.4	-3.47	-4.73	5.19
100.234	0.02	0.0	1.16	-3.47	-4.73	5.19
100.235	0.02	0.0	1.16	-2.59	-3.9	2.79
100.244	0.1	0.09	0.9	-2.59	-3.9	2.79
100.245	0.1	0.09	0.9	-1.76	-3.05	0.26
100.254	0.17	0.15	0.67	-1.76	-3.05	0.26
100.255	0.17	0.15	0.67	-1.06	-2.38	-1.99
100.269	0.2	0.21	0.54	-1.06	-2.38	-1.99
100.27	0.2	0.21	0.54	-0.65	-1.79	-3.32
100.294	0.19	0.27	0.47	-0.65	-1.79	-3.32
100.296	0.19	0.27	0.47	-0.78	-1.13	-4.05
100.297	0.1	0.32	0.46	-0.78	-1.13	-4.05
100.297	0.1	0.32	0.46	-1.57	-0.62	-4.16
100.298	-0.01	0.33	0.56	-1.57	-0.62	-4.16
100.299	-0.01	0.33	0.56	-2.71	-0.48	-3.18
100.304	-0.14	0.26	0.7	-2.71	-0.48	-3.18
100.305	-0.14	0.26	0.7	-3.98	-1.17	-1.78
100.314	-0.22	0.17	0.82	-3.98	-1.17	-1.78
100.316	-0.22	0.17	0.82	-4.79	-2.1	-0.68
100.325	-0.34	0.03	0.96	-4.79	-2.1	-0.68
100.327	-0.34	0.03	0.96	-5.99	-3.43	0.7
100.334	-0.39	-0.07	1.09	-5.99	-3.43	0.7
100.335	-0.39	-0.07	1.09	-6.56	-4.4	2.02
100.344	-0.37	-0.12	1.15	-6.56	-4.4	2.02
100.345	-0.37	-0.12	1.15	-6.33	-4.9	2.61
100.354	-0.33	-0.16	1.16	-6.33	-4.9	2.61
100.355	-0.33	-0.16	1.16	-6.02	-5.32	2.72
100.364	-0.28	-0.19	1.12	-6.02	-5.32	2.72
100.365	-0.28	-0.19	1.12	-5.53	-5.69	2.34
