time;gFx;gFy;gFz;wx;wy;wz
48.356;-0.34;-0.58;1.34;-0.64;1.64;0.6
48.365;-0.34;-0.58;1.34;-0.36;1.6;1.0
48.367;-0.38;-0.57;0.97;-0.36;1.6;1.0
48.37;-0.38;-0.57;0.97;-0.23;1.01;1.44
48.376;-0.13;-0.29;0.52;-0.23;1.01;1.44
48.38;-0.13;-0.29;0.52;-0.24;0.08;1.52
48.386;0.07;-0.07;0.77;-0.24;0.08;1.52
48.39;0.07;-0.07;0.77;-0.4;-0.34;1.29
48.407;-0.06;0.14;0.87;-0.4;-0.34;1.29
48.409;-0.06;0.14;0.87;-0.54;-0.62;1.04
48.411;-0.28;0.3;1.31;-0.54;-0.62;1.04
48.414;-0.28;0.3;1.31;-0.51;-0.57;0.93
48.438;-0.53;0.47;1.54;-0.51;-0.57;0.93
48.44;-0.53;0.47;1.54;-0.43;-0.24;0.9
48.441;-0.54;0.49;1.55;-0.43;-0.24;0.9
48.442;-0.54;0.49;1.55;-0.35;0.19;0.82
48.444;-0.59;0.48;1.55;-0.35;0.19;0.82
48.445;-0.59;0.48;1.55;-0.2;0.75;0.7
48.448;-0.37;0.37;1.33;-0.2;0.75;0.7
48.454;-0.37;0.37;1.33;-0.2;1.18;0.57
48.456;-0.17;0.3;1.08;-0.2;1.18;0.57
48.461;-0.17;0.3;1.08;0.1;1.54;0.45
48.467;0.04;0.24;0.76;0.1;1.54;0.45
48.47;0.04;0.24;0.76;0.23;1.75;0.33
48.476;0.15;0.19;0.49;0.23;1.75;0.33
48.481;0.15;0.19;0.49;0.37;1.84;0.21
48.486;0.24;0.15;0.31;0.37;1.84;0.21
48.49;0.24;0.15;0.31;0.49;2.05;0.03
48.513;0.3;0.08;0.13;0.49;2.05;0.03
48.514;0.3;0.08;0.13;0.55;2.23;-0.14
48.515;0.4;0.02;-0.08;0.55;2.23;-0.14
48.517;0.4;0.02;-0.08;0.57;2.21;-0.26
48.519;0.41;-0.01;-0.25;0.57;2.21;-0.26
48.521;0.41;-0.01;-0.25;0.58;1.99;-0.31
48.527;0.45;-0.03;-0.41;0.58;1.99;-0.31
48.544;0.45;-0.03;-0.41;0.56;1.63;-0.31
48.546;0.45;-0.01;-0.52;0.56;1.63;-0.31
48.551;0.45;-0.01;-0.52;0.51;1.36;-0.28
48.551;0.41;0.02;-0.68;0.51;1.36;-0.28
48.553;0.41;0.02;-0.68;0.45;0.93;-0.27
48.556;0.61;0.15;-0.65;0.45;0.93;-0.27
48.56;0.61;0.15;-0.65;0.49;0.28;-0.3
48.566;0.41;0.09;-0.06;0.49;0.28;-0.3
48.57;0.41;0.09;-0.06;0.36;0.0;-0.17
48.576;1.07;-0.22;-0.04;0.36;0.0;-0.17
48.596;1.07;-0.22;-0.04;-0.1;-0.95;0.24
48.598;1.49;-0.4;0.17;-0.1;-0.95;0.24
48.599;1.49;-0.4;0.17;-0.5;-1.71;0.36
48.601;0.82;-0.73;0.11;-0.5;-1.71;0.36
48.602;0.82;-0.73;0.11;-0.88;-2.73;0.05
48.607;-0.04;-0.76;1.07;-0.88;-2.73;0.05
48.61;-0.04;-0.76;1.07;-1.21;-3.58;-0.21
48.621;-0.98;-0.47;2.4;-1.21;-3.58;-0.21
48.623;-0.98;-0.47;2.4;-1.17;-3.77;-0.17
48.629;-1.41;0.5;4.0;-1.17;-3.77;-0.17
48.634;-1.41;0.5;4.0;-0.94;-4.24;0.04
48.637;-1.0;1.25;4.0;-0.94;-4.24;0.04
48.641;-1.0;1.25;4.0;-0.39;-3.23;0.27
48.648;-1.07;0.83;3.63;-0.39;-3.23;0.27
48.651;-1.07;0.83;3.63;0.01;-1.24;-0.02
48.656;-0.81;0.44;2.74;0.01;-1.24;-0.02
48.665;-0.81;0.44;2.74;0.38;-0.17;-0.22
48.666;-0.3;0.17;1.82;0.38;-0.17;-0.22
48.67;-0.3;0.17;1.82;0.52;0.35;-0.3
48.676;-0.53;0.53;1.6;0.52;0.35;-0.3
48.693;-0.53;0.53;1.6;0.45;0.59;-0.37
48.695;-0.19;0.39;1.17;0.45;0.59;-0.37
48.699;-0.19;0.39;1.17;0.48;0.97;-0.69
48.7;-0.04;0.4;0.92;0.48;0.97;-0.69
48.701;-0.04;0.4;0.92;0.4;0.87;-1.08
48.706;-0.16;0.19;0.89;0.4;0.87;-1.08
48.71;-0.16;0.19;0.89;0.27;0.55;-1.44
48.722;-0.15;0.09;0.97;0.27;0.55;-1.44
48.724;-0.15;0.09;0.97;0.23;0.08;-1.58
48.726;-0.3;-0.04;1.14;0.23;0.08;-1.58
48.734;-0.3;-0.04;1.14;0.29;-0.34;-1.56
48.736;-0.43;-0.13;1.27;0.29;-0.34;-1.56
48.741;-0.43;-0.13;1.27;0.39;-0.63;-1.47
48.749;-0.58;-0.21;1.5;0.39;-0.63;-1.47
48.751;-0.58;-0.21;1.5;0.47;-0.74;-1.37
48.756;-0.68;-0.24;1.57;0.47;-0.74;-1.37
48.76;-0.68;-0.24;1.57;0.51;-0.5;-1.32
48.766;-0.61;-0.21;1.45;0.51;-0.5;-1.32
48.77;-0.61;-0.21;1.45;0.49;-0.06;-1.27
48.777;-0.53;-0.14;1.25;0.49;-0.06;-1.27
48.798;-0.53;-0.14;1.25;0.43;0.45;-1.19
48.8;-0.36;-0.12;0.96;0.43;0.45;-1.19
48.801;-0.36;-0.12;0.96;0.29;0.9;-1.1
48.803;-0.23;-0.11;0.72;0.29;0.9;-1.1
48.803;-0.23;-0.11;0.72;0.12;1.12;-0.95
48.806;-0.13;-0.14;0.54;0.12;1.12;-0.95
48.81;-0.13;-0.14;0.54;-0.06;1.3;-0.74
48.825;-0.02;-0.13;0.43;-0.06;1.3;-0.74
48.828;-0.02;-0.13;0.43;-0.2;1.45;-0.48
48.83;0.11;-0.14;0.38;-0.2;1.45;-0.48
48.832;0.11;-0.14;0.38;-0.27;1.67;-0.25
48.837;0.2;-0.16;0.13;-0.27;1.67;-0.25
48.84;0.2;-0.16;0.13;-0.29;2.0;-0.06
48.849;0.28;-0.16;0.0;-0.29;2.0;-0.06
48.851;0.28;-0.16;0.0;-0.3;2.14;0.07
48.86;0.28;-0.16;0.0;-0.33;2.22;0.14
48.867;0.38;-0.16;-0.3;-0.33;2.22;0.14
48.87;0.38;-0.16;-0.3;-0.37;2.11;0.16
48.877;0.36;-0.19;-0.46;-0.37;2.11;0.16
48.893;0.36;-0.19;-0.46;-0.35;1.89;0.18
48.895;0.38;-0.21;-0.58;-0.35;1.89;0.18
48.899;0.38;-0.21;-0.58;-0.33;1.65;0.17
48.9;0.38;-0.23;-0.7;-0.33;1.65;0.17
48.902;0.38;-0.23;-0.7;-0.24;1.4;0.18
48.907;0.56;-0.26;-0.47;-0.24;1.4;0.18
48.91;0.56;-0.26;-0.47;-0.13;0.86;0.26
48.932;0.9;0.04;0.25;-0.13;0.86;0.26
48.933;0.9;0.04;0.25;-0.05;0.32;0.29
48.934;1.58;0.12;0.38;-0.05;0.32;0.29
48.935;1.58;0.12;0.38;0.08;-0.29;0.29
48.937;1.91;0.44;0.37;0.08;-0.29;0.29
48.941;1.91;0.44;0.37;0.35;-0.93;-0.28
48.948;1.54;0.56;0.25;0.35;-0.93;-0.28
48.951;1.54;0.56;0.25;0.42;-1.91;-0.53
48.957;0.6;0.49;0.49;0.42;-1.91;-0.53
48.962;0.6;0.49;0.49;0.4;-3.49;-0.52
48.967;-1.69;0.15;1.05;0.4;-3.49;-0.52
48.97;-1.69;0.15;1.05;0.66;-4.73;0.89
48.976;-2.78;-0.95;3.86;0.66;-4.73;0.89
48.994;-2.78;-0.95;3.86;1.2;-4.82;1.08
48.997;-1.58;-0.93;3.88;1.2;-4.82;1.08
48.998;-1.58;-0.93;3.88;-0.22;-2.97;0.77
48.999;-0.79;-0.61;4.0;-0.22;-2.97;0.77
49.001;-0.79;-0.61;4.0;-0.74;-0.67;0.61
49.006;-0.86;-0.38;3.3;-0.74;-0.67;0.61
49.011;-0.86;-0.38;3.3;-0.97;0.34;0.52
49.028;-0.91;-0.48;2.71;-0.97;0.34;0.52
49.03;-0.91;-0.48;2.71;-0.83;1.17;0.58
49.031;-0.61;-0.64;2.31;-0.83;1.17;0.58
49.032;-0.61;-0.64;2.31;-0.49;1.71;0.89
49.036;-0.54;-0.6;1.71;-0.49;1.71;0.89
49.04;-0.54;-0.6;1.71;-0.23;1.78;1.4
49.048;-0.28;-0.42;0.99;-0.23;1.78;1.4
49.051;-0.28;-0.42;0.99;-0.17;1.04;1.73
49.057;-0.15;-0.26;0.59;-0.17;1.04;1.73
49.062;-0.15;-0.26;0.59;-0.31;0.12;1.71
49.066;-0.01;-0.11;0.82;-0.31;0.12;1.71
49.07;-0.01;-0.11;0.82;-0.52;-0.33;1.59
49.076;-0.13;0.05;1.05;-0.52;-0.33;1.59
49.08;-0.13;0.05;1.05;-0.59;-0.51;1.52
49.086;-0.39;0.18;1.33;-0.59;-0.51;1.52
49.09;-0.39;0.18;1.33;-0.53;-0.37;1.51
49.108;-0.54;0.3;1.52;-0.53;-0.37;1.51
49.112;-0.54;0.3;1.52;-0.47;0.05;1.5
49.113;-0.53;0.32;1.53;-0.47;0.05;1.5
49.115;-0.53;0.32;1.53;-0.41;0.56;1.44
49.117;-0.38;0.31;1.36;-0.41;0.56;1.44
49.135;-0.38;0.31;1.36;-0.31;0.97;1.32
49.137;-0.17;0.31;1.17;-0.31;0.97;1.32
49.142;-0.17;0.31;1.17;-0.2;1.33;1.14
49.146;0.04;0.32;0.98;-0.2;1.33;1.14
49.149;0.04;0.32;0.98;-0.06;1.68;0.97
49.15;0.2;0.36;0.67;-0.06;1.68;0.97
49.152;0.2;0.36;0.67;0.13;1.79;0.78
49.156;0.28;0.36;0.45;0.13;1.79;0.78
49.165;0.28;0.36;0.45;0.3;1.97;0.56
49.168;0.3;0.3;0.25;0.3;1.97;0.56
49.171;0.3;0.3;0.25;0.45;2.13;0.32
49.176;0.31;0.21;0.0;0.45;2.13;0.32
49.182;0.31;0.21;0.0;0.54;2.14;0.11
49.186;0.35;0.17;-0.11;0.54;2.14;0.11
49.19;0.35;0.17;-0.11;0.59;2.15;-0.05
49.208;0.4;0.12;-0.32;0.59;2.15;-0.05
49.21;0.4;0.12;-0.32;0.63;1.88;-0.14
49.214;0.41;0.09;-0.54;0.63;1.88;-0.14
49.214;0.41;0.09;-0.54;0.59;1.4;-0.18
49.237;0.42;0.1;-0.62;0.59;1.4;-0.18
49.239;0.42;0.1;-0.62;0.52;1.04;-0.22
49.24;0.45;0.13;-0.72;0.52;1.04;-0.22
49.242;0.45;0.13;-0.72;0.48;0.51;-0.27
49.243;0.68;0.26;0.01;0.48;0.51;-0.27
49.245;0.68;0.26;0.01;0.48;0.04;-0.42
49.248;1.09;-0.15;-0.12;0.48;0.04;-0.42
49.252;1.09;-0.15;-0.12;0.27;-0.25;-0.37
49.257;1.54;-0.19;0.13;0.27;-0.25;-0.37
49.261;1.54;-0.19;0.13;-0.07;-1.27;0.13
49.266;1.56;-0.42;0.02;-0.07;-1.27;0.13
49.27;1.56;-0.42;0.02;-0.38;-1.94;0.29
49.276;1.15;-0.66;-0.06;-0.38;-1.94;0.29
49.292;1.15;-0.66;-0.06;-0.78;-2.95;0.07
49.296;0.51;-0.72;0.72;-0.78;-2.95;0.07
49.298;0.51;-0.72;0.72;-1.27;-4.13;-0.25
49.299;-1.45;-0.43;2.73;-1.27;-4.13;-0.25
49.318;-1.45;-0.43;2.73;-1.36;-4.63;-0.34
49.32;-1.93;0.61;3.84;-1.36;-4.63;-0.34
49.321;-1.93;0.61;3.84;-1.05;-4.25;-0.14
49.322;-1.14;1.09;4.0;-1.05;-4.25;-0.14
49.323;-1.14;1.09;4.0;-0.48;-3.57;-0.05
49.328;-1.2;0.62;3.84;-0.48;-3.57;-0.05
49.331;-1.2;0.62;3.84;-0.1;-1.49;-0.2
49.337;-0.87;0.25;2.62;-0.1;-1.49;-0.2
49.34;-0.87;0.25;2.62;0.27;-0.17;-0.4
49.347;-0.32;0.11;2.04;0.27;-0.17;-0.4
49.351;-0.32;0.11;2.04;0.51;0.5;-0.44
49.356;-0.31;0.44;1.73;0.51;0.5;-0.44
49.361;-0.31;0.44;1.73;0.45;0.8;-0.52
49.366;-0.33;0.49;0.99;0.45;0.8;-0.52
49.37;-0.33;0.49;0.99;0.42;1.13;-0.89
49.376;0.07;0.43;0.96;0.42;1.13;-0.89
49.39;0.07;0.43;0.96;0.27;0.83;-1.24
49.392;-0.03;0.34;0.85;0.27;0.83;-1.24
49.394;-0.03;0.34;0.85;0.11;0.53;-1.59
49.42;-0.09;0.22;0.92;0.11;0.53;-1.59
49.422;-0.09;0.22;0.92;0.13;0.09;-1.7
49.423;-0.27;0.08;1.06;0.13;0.09;-1.7
49.424;-0.27;0.08;1.06;0.27;-0.21;-1.63
49.425;-0.41;-0.03;1.13;0.27;-0.21;-1.63
49.43;-0.41;-0.03;1.13;0.39;-0.44;-1.45
49.431;-0.46;-0.15;1.3;0.39;-0.44;-1.45
49.432;-0.46;-0.15;1.3;0.45;-0.53;-1.3
49.436;-0.59;-0.28;1.43;0.45;-0.53;-1.3
49.441;-0.59;-0.28;1.43;0.42;-0.25;-1.21
49.447;-0.52;-0.32;1.33;0.42;-0.25;-1.21
49.45;-0.52;-0.32;1.33;0.34;0.18;-1.13
49.456;-0.52;-0.29;1.21;0.34;0.18;-1.13
49.461;-0.52;-0.29;1.21;0.23;0.6;-1.02
49.466;-0.38;-0.28;0.97;0.23;0.6;-1.02
49.47;-0.38;-0.28;0.97;0.03;1.04;-0.9
49.481;-0.25;-0.25;0.71;0.03;1.04;-0.9
49.483;-0.25;-0.25;0.71;-0.22;1.41;-0.7
49.486;-0.14;-0.25;0.56;-0.22;1.41;-0.7
49.491;-0.14;-0.25;0.56;-0.41;1.62;-0.49
49.508;0.01;-0.23;0.4;-0.41;1.62;-0.49
49.511;0.01;-0.23;0.4;-0.53;1.79;-0.26
49.512;0.11;-0.22;0.3;-0.53;1.79;-0.26
49.513;0.11;-0.22;0.3;-0.54;1.9;-0.05
49.516;0.2;-0.22;0.15;-0.54;1.9;-0.05
49.52;0.2;-0.22;0.15;-0.5;2.09;0.12
49.534;0.28;-0.23;0.01;-0.5;2.09;0.12
49.538;0.28;-0.23;0.01;-0.47;2.28;0.22
49.539;0.34;-0.24;-0.18;-0.47;2.28;0.22
49.541;0.34;-0.24;-0.18;-0.4;2.38;0.28
49.546;0.29;-0.21;-0.4;-0.4;2.38;0.28
49.551;0.29;-0.21;-0.4;-0.33;2.34;0.34
49.556;0.33;-0.18;-0.54;-0.33;2.34;0.34
49.561;0.33;-0.18;-0.54;-0.25;2.07;0.41
49.567;0.32;-0.13;-0.7;-0.25;2.07;0.41
49.57;0.32;-0.13;-0.7;-0.15;1.76;0.46
49.578;0.4;-0.13;-0.91;-0.15;1.76;0.46
49.58;0.4;-0.13;-0.91;-0.14;1.54;0.49
49.586;0.4;-0.02;-0.33;-0.14;1.54;0.49
49.59;0.4;-0.02;-0.33;-0.19;0.85;0.52
49.605;1.25;-0.01;0.1;-0.19;0.85;0.52
49.607;1.25;-0.01;0.1;-0.19;0.22;0.46
49.608;1.7;0.19;0.45;-0.19;0.22;0.46
49.632;1.7;0.19;0.45;-0.13;-0.9;0.16
49.633;2.12;0.57;0.66;-0.13;-0.9;0.16
49.634;2.12;0.57;0.66;0.46;-1.7;-0.57
49.635;1.63;0.72;0.43;0.46;-1.7;-0.57
49.64;1.63;0.72;0.43;0.59;-3.69;-0.53
49.642;0.19;0.76;0.73;0.59;-3.69;-0.53
49.643;0.19;0.76;0.73;0.99;-4.07;0.05
49.647;-1.96;0.05;1.49;0.99;-4.07;0.05
49.65;-1.96;0.05;1.49;1.3;-5.44;0.63
49.656;-2.37;-0.98;3.53;1.3;-5.44;0.63
49.661;-2.37;-0.98;3.53;0.81;-5.39;0.42
49.666;-1.56;-0.9;4.0;0.81;-5.39;0.42
49.671;-1.56;-0.9;4.0;-0.36;-2.61;0.21
49.678;-1.4;-0.69;4.0;-0.36;-2.61;0.21
49.68;-1.4;-0.69;4.0;-0.58;-0.24;0.3
49.686;-1.51;-0.65;3.32;-0.58;-0.24;0.3
49.69;-1.51;-0.65;3.32;-0.55;0.86;0.57
49.704;-0.83;-0.51;2.47;-0.55;0.86;0.57
49.706;-0.83;-0.51;2.47;-0.47;1.65;0.82
49.707;-0.65;-0.7;1.92;-0.47;1.65;0.82
49.734;-0.65;-0.7;1.92;-0.38;2.01;1.12
49.737;-0.3;-0.68;1.38;-0.38;2.01;1.12
49.739;-0.3;-0.68;1.38;-0.34;1.87;1.48
49.74;-0.19;-0.39;0.69;-0.34;1.87;1.48
49.742;-0.19;-0.39;0.69;-0.42;0.97;1.69
49.746;-0.04;-0.16;0.48;-0.42;0.97;1.69
49.747;-0.04;-0.16;0.48;-0.52;0.16;1.62
49.748;-0.07;0.0;0.68;-0.52;0.16;1.62
49.75;-0.07;0.0;0.68;-0.65;-0.29;1.49
49.756;-0.23;0.18;0.98;-0.65;-0.29;1.49
49.762;-0.23;0.18;0.98;-0.61;-0.41;1.38
49.766;-0.4;0.35;1.3;-0.61;-0.41;1.38
49.771;-0.4;0.35;1.3;-0.47;-0.19;1.31
49.777;-0.49;0.47;1.42;-0.47;-0.19;1.31
49.78;-0.49;0.47;1.42;-0.35;0.07;1.21
49.786;-0.28;0.52;1.34;-0.35;0.07;1.21
49.79;-0.28;0.52;1.34;-0.21;0.44;1.03
49.804;-0.19;0.49;1.3;-0.21;0.44;1.03
49.807;-0.19;0.49;1.3;-0.05;0.85;0.84
49.809;-0.04;0.43;1.04;-0.05;0.85;0.84
49.811;-0.04;0.43;1.04;0.08;1.18;0.68
49.833;0.07;0.38;0.8;0.08;1.18;0.68
49.835;0.07;0.38;0.8;0.21;1.42;0.53
49.836;0.18;0.31;0.5;0.21;1.42;0.53
49.837;0.18;0.31;0.5;0.32;1.44;0.36
49.838;0.22;0.21;0.29;0.32;1.44;0.36
49.84;0.22;0.21;0.29;0.38;1.47;0.16
49.846;0.24;0.09;0.17;0.38;1.47;0.16
49.851;0.24;0.09;0.17;0.38;1.65;0.01
49.856;0.27;0.0;0.06;0.38;1.65;0.01
49.86;0.27;0.0;0.06;0.36;1.8;-0.09
49.866;0.29;-0.03;-0.12;0.36;1.8;-0.09
49.87;0.29;-0.03;-0.12;0.35;1.73;-0.17
49.878;0.34;-0.02;-0.29;0.35;1.73;-0.17
49.88;0.34;-0.02;-0.29;0.33;1.56;-0.24
49.886;0.34;0.0;-0.52;0.33;1.56;-0.24
49.891;0.34;0.0;-0.52;0.35;1.19;-0.29
49.905;0.74;0.11;-0.31;0.35;1.19;-0.29
49.907;0.74;0.11;-0.31;0.41;0.62;-0.38
49.908;0.99;-0.08;-0.21;0.41;0.62;-0.38
49.934;0.99;-0.08;-0.21;0.3;0.11;-0.27
49.935;0.74;-0.21;0.35;0.3;0.11;-0.27
49.936;0.74;-0.21;0.35;-0.06;-0.25;-0.01
49.938;1.31;-0.37;0.02;-0.06;-0.25;-0.01
49.938;1.31;-0.37;0.02;-0.36;-0.46;0.03
49.939;0.73;-0.26;-0.15;-0.36;-0.46;0.03
49.941;0.73;-0.26;-0.15;-0.34;-1.63;0.05
49.946;0.52;-0.21;-0.04;-0.34;-1.63;0.05
49.95;0.52;-0.21;-0.04;-0.31;-2.62;-0.04
49.956;-0.12;-0.19;0.78;-0.31;-2.62;-0.04
49.961;-0.12;-0.19;0.78;-0.58;-3.33;-0.29
49.966;-1.11;0.14;2.21;-0.58;-3.33;-0.29
49.971;-1.11;0.14;2.21;-0.59;-4.19;-0.42
49.977;-1.1;0.82;3.97;-0.59;-4.19;-0.42
49.981;-1.1;0.82;3.97;-0.66;-4.73;-0.43
49.986;-0.86;1.0;3.99;-0.66;-4.73;-0.43
49.991;-0.86;1.0;3.99;-0.53;-2.7;-0.47
50.011;-0.91;0.53;3.4;-0.53;-2.7;-0.47
50.013;-0.91;0.53;3.4;-0.22;-0.96;-0.7
50.014;-0.67;0.31;2.77;-0.22;-0.96;-0.7
50.015;-0.67;0.31;2.77;0.04;-0.21;-0.91
50.018;-0.37;0.15;2.07;0.04;-0.21;-0.91
50.021;-0.37;0.15;2.07;0.2;0.19;-1.04
50.047;-0.5;0.54;1.89;0.2;0.19;-1.04
50.049;-0.5;0.54;1.89;0.36;0.47;-1.18
50.051;-0.45;0.37;1.4;0.36;0.47;-1.18
50.052;-0.45;0.37;1.4;0.55;0.67;-1.48
50.053;-0.26;0.31;1.14;0.55;0.67;-1.48
50.055;-0.26;0.31;1.14;0.55;0.61;-1.67
50.059;-0.2;0.17;1.07;0.55;0.61;-1.67
50.061;-0.2;0.17;1.07;0.53;0.38;-1.84
50.067;-0.26;0.1;1.12;0.53;0.38;-1.84
50.07;-0.26;0.1;1.12;0.52;0.08;-1.89
50.09;-0.21;0.03;1.18;0.52;0.08;-1.89
50.092;-0.21;0.03;1.18;0.55;-0.15;-1.88
50.093;-0.44;-0.12;1.22;0.55;-0.15;-1.88
50.094;-0.44;-0.12;1.22;0.57;-0.23;-1.91
50.122;-0.45;-0.15;1.23;0.57;-0.23;-1.91
50.124;-0.45;-0.15;1.23;0.54;-0.23;-1.9
50.126;-0.48;-0.16;1.28;0.54;-0.23;-1.9
50.131;-0.48;-0.16;1.28;0.5;-0.01;-1.93
50.132;-0.46;-0.16;1.15;0.5;-0.01;-1.93
50.133;-0.46;-0.16;1.15;0.42;0.4;-1.89
50.134;-0.39;-0.19;1.06;0.42;0.4;-1.89
50.139;-0.39;-0.19;1.06;0.32;0.74;-1.79
50.139;-0.32;-0.24;0.75;0.32;0.74;-1.79
50.141;-0.32;-0.24;0.75;0.18;1.08;-1.61
50.147;-0.24;-0.29;0.63;0.18;1.08;-1.61
50.151;-0.24;-0.29;0.63;0.02;1.14;-1.33
50.157;-0.09;-0.33;0.56;0.02;1.14;-1.33
50.162;-0.09;-0.33;0.56;-0.12;1.23;-1.01
50.166;0.05;-0.37;0.47;-0.12;1.23;-1.01
50.171;0.05;-0.37;0.47;-0.2;1.44;-0.69
50.178;0.12;-0.4;0.24;-0.2;1.44;-0.69
50.181;0.12;-0.4;0.24;-0.24;1.74;-0.42
50.186;0.2;-0.37;0.05;-0.24;1.74;-0.42
50.191;0.2;-0.37;0.05;-0.28;1.97;-0.19
50.197;0.25;-0.33;-0.15;-0.28;1.97;-0.19
50.2;0.25;-0.33;-0.15;-0.31;2.04;-0.03
50.207;0.28;-0.31;-0.27;-0.31;2.04;-0.03
50.226;0.28;-0.31;-0.27;-0.33;2.02;0.06
50.227;0.22;-0.31;-0.54;-0.33;2.02;0.06
50.228;0.22;-0.31;-0.54;-0.29;1.96;0.14
50.23;0.2;-0.29;-0.67;-0.29;1.96;0.14
50.231;0.2;-0.29;-0.67;-0.28;1.69;0.23
50.237;0.48;-0.34;-0.61;-0.28;1.69;0.23
50.241;0.48;-0.34;-0.61;-0.26;1.25;0.29
50.261;0.94;-0.02;0.03;-0.26;1.25;0.29
50.264;0.94;-0.02;0.03;-0.16;0.54;0.28
50.265;1.2;0.23;0.57;-0.16;0.54;0.28
50.267;1.2;0.23;0.57;0.11;0.05;0.16
50.268;1.95;0.35;0.49;0.11;0.05;0.16
50.271;1.95;0.35;0.49;0.46;-1.36;-0.53
50.277;1.64;0.76;0.13;0.46;-1.36;-0.53
50.28;1.64;0.76;0.13;0.28;-2.32;-0.59
50.286;0.66;0.83;0.0;0.28;-2.32;-0.59
50.291;0.66;0.83;0.0;0.39;-3.61;-0.23
50.296;-0.11;0.64;0.48;0.39;-3.61;-0.23
50.3;-0.11;0.64;0.48;0.69;-4.43;0.41
50.306;-1.86;-0.31;1.82;0.69;-4.43;0.41
50.325;-1.86;-0.31;1.82;1.17;-5.66;1.1
50.328;-1.62;-1.08;3.96;1.17;-5.66;1.1
50.329;-1.62;-1.08;3.96;0.52;-4.72;0.85
50.331;-1.19;-0.9;4.0;0.52;-4.72;0.85
50.331;-1.19;-0.9;4.0;-0.21;-2.16;0.59
50.336;-1.13;-0.75;4.0;-0.21;-2.16;0.59
50.34;-1.13;-0.75;4.0;-0.45;-0.15;0.47
50.361;-1.14;-0.78;3.54;-0.45;-0.15;0.47
50.363;-1.14;-0.78;3.54;-0.57;1.22;0.5
50.364;-0.56;-0.64;2.41;-0.57;1.22;0.5
50.365;-0.56;-0.64;2.41;-0.52;1.83;0.65
50.367;-0.8;-0.64;1.67;-0.52;1.83;0.65
50.37;-0.8;-0.64;1.67;-0.51;1.95;1.02
50.379;-0.63;-0.63;1.02;-0.51;1.95;1.02
50.383;-0.63;-0.63;1.02;-0.52;1.5;1.54
50.386;-0.23;-0.46;0.82;-0.52;1.5;1.54
50.391;-0.23;-0.46;0.82;-0.61;0.96;1.8
50.397;-0.02;-0.19;0.75;-0.61;0.96;1.8
50.4;-0.02;-0.19;0.75;-0.78;0.53;1.81
50.407;-0.25;-0.07;0.75;-0.78;0.53;1.81
50.429;-0.25;-0.07;0.75;-0.95;0.14;1.78
50.431;-0.22;0.11;0.96;-0.95;0.14;1.78
50.432;-0.22;0.11;0.96;-0.96;0.01;1.68
50.433;-0.26;0.32;1.27;-0.96;0.01;1.68
50.434;-0.26;0.32;1.27;-0.79;0.16;1.61
50.438;-0.25;0.49;1.28;-0.79;0.16;1.61
50.441;-0.25;0.49;1.28;-0.54;0.38;1.5
50.456;-0.13;0.58;1.23;-0.54;0.38;1.5
50.458;-0.13;0.58;1.23;-0.31;0.71;1.33
50.459;0.0;0.63;1.03;-0.31;0.71;1.33
50.46;0.0;0.63;1.03;-0.13;1.02;1.12
50.466;0.11;0.61;0.78;-0.13;1.02;1.12
50.47;0.11;0.61;0.78;0.06;1.24;0.9
50.477;0.21;0.55;0.55;0.06;1.24;0.9
50.48;0.21;0.55;0.55;0.22;1.46;0.67
50.486;0.21;0.54;0.38;0.22;1.46;0.67
50.491;0.21;0.54;0.38;0.38;1.66;0.38
50.497;0.24;0.43;0.15;0.38;1.66;0.38
50.5;0.24;0.43;0.15;0.51;1.65;0.06
50.506;0.29;0.29;0.0;0.51;1.65;0.06
50.521;0.29;0.29;0.0;0.57;1.6;-0.2
50.522;0.32;0.16;-0.11;0.57;1.6;-0.2
50.523;0.32;0.16;-0.11;0.56;1.59;-0.38
50.551;0.38;-0.08;-0.36;0.56;1.59;-0.38
50.554;0.38;-0.08;-0.36;0.4;1.56;-0.57
50.555;0.3;0.09;-0.29;0.4;1.56;-0.57
50.556;0.3;0.09;-0.29;0.25;1.35;-0.65
50.558;0.5;0.17;-0.44;0.25;1.35;-0.65
50.558;0.5;0.17;-0.44;0.37;1.11;-0.51
50.559;0.69;0.09;-0.21;0.37;1.11;-0.51
50.561;0.69;0.09;-0.21;0.45;0.73;-0.48
50.566;0.93;-0.08;-0.12;0.45;0.73;-0.48
50.571;0.93;-0.08;-0.12;0.32;0.33;-0.36
50.578;1.17;-0.23;0.02;0.32;0.33;-0.36
50.58;1.17;-0.23;0.02;0.06;-0.23;-0.15
50.587;0.62;-0.18;0.2;0.06;-0.23;-0.15
50.59;0.62;-0.18;0.2;-0.12;-0.82;-0.07
50.604;1.04;-0.44;-0.12;-0.12;-0.82;-0.07
50.606;1.04;-0.44;-0.12;-0.26;-1.33;-0.2
50.607;0.71;-0.54;0.05;-0.26;-1.33;-0.2
50.633;0.71;-0.54;0.05;-0.65;-2.94;-0.36
50.635;-0.2;-0.44;1.04;-0.65;-2.94;-0.36
50.638;-0.2;-0.44;1.04;-0.94;-4.09;-0.55
50.639;-1.5;0.11;2.68;-0.94;-4.09;-0.55
50.643;-1.5;0.11;2.68;-0.7;-4.49;-0.52
50.645;-1.15;0.94;4.0;-0.7;-4.49;-0.52
