time;gFx;gFy;gFz;wx;wy;wz
46.068;-0.04;-0.23;0.43;0.04;1.31;-1.31
46.072;-0.04;-0.23;0.43;-0.1;1.41;-1.09
46.076;0.0;-0.28;0.22;-0.1;1.41;-1.09
46.081;0.0;-0.28;0.22;-0.2;1.72;-0.82
46.1;0.11;-0.3;0.03;-0.2;1.72;-0.82
46.101;0.11;-0.3;0.03;-0.23;1.91;-0.54
46.102;0.27;-0.34;-0.07;-0.23;1.91;-0.54
46.103;0.27;-0.34;-0.07;-0.24;2.07;-0.32
46.106;0.39;-0.36;-0.25;-0.24;2.07;-0.32
46.112;0.39;-0.36;-0.25;-0.24;2.21;-0.17
46.126;0.48;-0.34;-0.45;-0.24;2.21;-0.17
46.128;0.48;-0.34;-0.45;-0.26;2.08;-0.06
46.129;0.44;-0.29;-0.57;-0.26;2.08;-0.06
46.131;0.44;-0.29;-0.57;-0.3;1.82;0.02
46.137;0.37;-0.19;-0.66;-0.3;1.82;0.02
46.142;0.37;-0.19;-0.66;-0.28;1.44;0.08
46.148;0.43;-0.05;-0.54;-0.28;1.44;0.08
46.152;0.43;-0.05;-0.54;-0.12;0.91;0.19
46.156;0.8;-0.23;-0.08;-0.12;0.91;0.19
46.16;0.8;-0.23;-0.08;-0.04;0.35;0.23
46.17;1.3;0.02;0.26;-0.04;0.35;0.23
46.172;1.3;0.02;0.26;-0.08;0.0;-0.05
46.176;1.51;0.43;0.45;-0.08;0.0;-0.05
46.18;1.51;0.43;0.45;0.1;-1.0;-0.27
46.2;1.24;0.56;0.25;0.1;-1.0;-0.27
46.202;1.24;0.56;0.25;0.34;-1.72;-0.39
46.205;0.43;0.64;0.37;0.34;-1.72;-0.39
46.207;0.43;0.64;0.37;0.37;-2.22;-0.52
46.208;-0.98;0.49;1.18;0.37;-2.22;-0.52
46.211;-0.98;0.49;1.18;0.54;-2.8;-0.37
46.231;-0.86;0.01;1.87;0.54;-2.8;-0.37
46.232;-0.86;0.01;1.87;1.04;-3.91;0.16
46.234;-0.93;-0.73;3.25;1.04;-3.91;0.16
46.235;-0.93;-0.73;3.25;1.04;-4.57;0.48
46.237;-1.11;-1.01;3.76;1.04;-4.57;0.48
46.243;-1.11;-1.01;3.76;0.83;-3.72;0.54
46.246;-0.9;-0.65;3.84;0.83;-3.72;0.54
46.254;-0.9;-0.65;3.84;0.12;-1.98;0.39
46.256;-0.71;-0.47;2.7;0.12;-1.98;0.39
46.26;-0.71;-0.47;2.7;-0.25;-0.41;0.3
46.268;-0.69;-0.41;2.42;-0.25;-0.41;0.3
46.27;-0.69;-0.41;2.42;-0.4;0.2;0.22
46.276;-0.45;-0.33;2.25;-0.4;0.2;0.22
46.28;-0.45;-0.33;2.25;-0.45;0.52;0.27
46.296;-0.43;-0.63;1.31;-0.45;0.52;0.27
46.298;-0.43;-0.63;1.31;-0.43;0.85;0.4
46.299;-0.64;-0.47;1.47;-0.43;0.85;0.4
46.301;-0.64;-0.47;1.47;-0.49;0.62;0.71
46.321;-0.44;-0.39;1.15;-0.49;0.62;0.71
46.323;-0.44;-0.39;1.15;-0.45;0.45;1.09
46.323;-0.28;-0.25;1.11;-0.45;0.45;1.09
46.324;-0.28;-0.25;1.11;-0.51;0.12;1.36
46.327;-0.31;-0.06;1.27;-0.51;0.12;1.36
46.331;-0.31;-0.06;1.27;-0.56;-0.15;1.42
46.337;-0.4;0.14;1.45;-0.56;-0.15;1.42
46.34;-0.4;0.14;1.45;-0.58;-0.23;1.47
46.346;-0.44;0.23;1.51;-0.58;-0.23;1.47
46.351;-0.44;0.23;1.51;-0.51;-0.08;1.51
46.356;-0.36;0.24;1.43;-0.51;-0.08;1.51
46.36;-0.36;0.24;1.43;-0.39;0.25;1.51
46.368;-0.31;0.23;1.3;-0.39;0.25;1.51
46.37;-0.31;0.23;1.3;-0.3;0.57;1.46
46.376;-0.15;0.17;1.09;-0.3;0.57;1.46
46.38;-0.15;0.17;1.09;-0.19;0.86;1.33
46.396;-0.06;0.11;0.9;-0.19;0.86;1.33
46.398;-0.06;0.11;0.9;0.01;1.36;1.04
46.402;0.06;0.07;0.68;0.01;1.36;1.04
46.403;0.06;0.07;0.68;0.11;1.63;0.95
46.421;0.16;0.07;0.39;0.11;1.63;0.95
46.422;0.16;0.07;0.39;0.18;1.74;0.89
46.423;0.2;0.08;0.16;0.18;1.74;0.89
46.424;0.2;0.08;0.16;0.24;1.8;0.78
46.427;0.28;0.09;0.02;0.24;1.8;0.78
46.43;0.28;0.09;0.02;0.27;1.88;0.64
46.436;0.33;0.13;-0.16;0.27;1.88;0.64
46.44;0.33;0.13;-0.16;0.29;1.78;0.5
46.446;0.35;0.16;-0.28;0.29;1.78;0.5
46.451;0.35;0.16;-0.28;0.3;1.61;0.37
46.456;0.45;0.17;-0.4;0.3;1.61;0.37
46.461;0.45;0.17;-0.4;0.26;1.33;0.22
46.467;0.47;0.16;-0.53;0.26;1.33;0.22
46.471;0.47;0.16;-0.53;0.2;0.97;0.1
46.476;0.4;0.14;-0.53;0.2;0.97;0.1
46.48;0.4;0.14;-0.53;0.21;0.52;0.05
46.495;0.44;0.22;-0.27;0.21;0.52;0.05
46.499;0.44;0.22;-0.27;0.32;0.07;0.04
46.5;0.65;0.26;0.09;0.32;0.07;0.04
46.501;0.65;0.26;0.09;0.35;-0.15;0.07
46.522;0.64;-0.11;0.37;0.35;-0.15;0.07
46.523;0.64;-0.11;0.37;0.03;-0.68;0.38
46.524;1.37;-0.36;0.39;0.03;-0.68;0.38
46.525;1.37;-0.36;0.39;-0.36;-1.34;0.6
46.526;1.42;-0.45;0.12;-0.36;-1.34;0.6
46.53;1.42;-0.45;0.12;-0.73;-2.1;0.28
46.537;0.74;-0.65;-0.02;-0.73;-2.1;0.28
46.54;0.74;-0.65;-0.02;-1.15;-2.86;-0.05
46.546;-0.49;-0.62;1.15;-1.15;-2.86;-0.05
46.551;-0.49;-0.62;1.15;-1.24;-3.15;-0.11
46.556;-0.52;-0.27;2.1;-1.24;-3.15;-0.11
46.56;-0.52;-0.27;2.1;-1.22;-3.38;0.09
46.568;-0.78;0.36;3.11;-1.22;-3.38;0.09
46.57;-0.78;0.36;3.11;-0.76;-2.67;0.35
46.576;-0.78;1.01;3.86;-0.76;-2.67;0.35
46.58;-0.78;1.01;3.86;-0.4;-1.39;0.12
46.597;-0.91;0.71;3.02;-0.4;-1.39;0.12
46.602;-0.91;0.71;3.02;-0.01;-0.79;-0.09
46.603;-0.73;0.31;2.77;-0.01;-0.79;-0.09
46.603;-0.73;0.31;2.77;0.29;-0.26;-0.18
46.606;-0.58;0.27;2.48;0.29;-0.26;-0.18
46.612;-0.58;0.27;2.48;0.48;0.15;-0.3
46.626;-0.19;0.15;1.66;0.48;0.15;-0.3
46.628;-0.19;0.15;1.66;0.56;0.12;-0.45
46.629;-0.4;0.6;1.76;0.56;0.12;-0.45
46.631;-0.4;0.6;1.76;0.53;0.35;-0.77
46.64;-0.07;0.47;1.5;0.53;0.35;-0.77
46.642;-0.07;0.47;1.5;0.43;0.31;-1.13
46.654;-0.3;0.25;1.39;0.43;0.31;-1.13
46.656;-0.3;0.25;1.39;0.38;0.09;-1.25
46.658;-0.38;0.14;1.49;0.38;0.09;-1.25
46.661;-0.38;0.14;1.49;0.41;-0.17;-1.33
46.671;-0.49;0.01;1.57;0.41;-0.17;-1.33
46.672;-0.49;0.01;1.57;0.48;-0.26;-1.34
46.676;-0.56;-0.06;1.63;0.48;-0.26;-1.34
46.681;-0.56;-0.06;1.63;0.54;-0.21;-1.34
46.703;-0.52;-0.06;1.55;0.54;-0.21;-1.34
46.704;-0.52;-0.06;1.55;0.54;0.05;-1.41
46.706;-0.54;0.01;1.44;0.54;0.05;-1.41
46.707;-0.54;0.01;1.44;0.47;0.41;-1.5
46.709;-0.37;0.03;1.15;0.47;0.41;-1.5
46.71;-0.37;0.03;1.15;0.37;0.87;-1.57
46.729;-0.24;0.05;0.91;0.37;0.87;-1.57
46.732;-0.24;0.05;0.91;0.25;1.18;-1.56
46.733;-0.15;-0.04;0.6;0.25;1.18;-1.56
46.736;-0.15;-0.04;0.6;0.11;1.44;-1.47
46.737;-0.08;-0.13;0.43;0.11;1.44;-1.47
46.742;-0.08;-0.13;0.43;0.0;1.5;-1.28
46.746;0.06;-0.24;0.24;0.0;1.5;-1.28
46.752;0.06;-0.24;0.24;-0.11;1.66;-0.99
46.756;0.15;-0.33;0.06;-0.11;1.66;-0.99
46.76;0.15;-0.33;0.06;-0.19;1.72;-0.69
46.766;0.26;-0.38;0.03;-0.19;1.72;-0.69
46.77;0.26;-0.38;0.03;-0.28;1.82;-0.45
46.776;0.36;-0.41;-0.11;-0.28;1.82;-0.45
46.78;0.36;-0.41;-0.11;-0.37;2.1;-0.27
46.786;0.43;-0.41;-0.37;-0.37;2.1;-0.27
46.79;0.43;-0.41;-0.37;-0.43;2.13;-0.13
46.796;0.43;-0.35;-0.45;-0.43;2.13;-0.13
46.811;0.43;-0.35;-0.45;-0.46;1.87;0.01
46.812;0.42;-0.26;-0.51;-0.46;1.87;0.01
46.813;0.42;-0.26;-0.51;-0.41;1.62;0.12
46.833;0.22;0.05;-0.54;-0.41;1.62;0.12
46.834;0.22;0.05;-0.54;-0.25;1.38;0.24
46.834;0.15;-0.25;-0.78;-0.25;1.38;0.24
46.835;0.15;-0.25;-0.78;-0.09;0.98;0.28
46.836;0.35;-0.24;-0.37;-0.09;0.98;0.28
46.84;0.35;-0.24;-0.37;-0.25;0.57;0.16
46.85;0.91;-0.08;0.03;-0.25;0.57;0.16
46.851;0.91;-0.08;0.03;-0.3;0.57;0.17
46.856;1.25;0.12;0.69;-0.3;0.57;0.17
46.861;1.25;0.12;0.69;-0.19;-0.62;0.03
46.866;1.59;0.37;0.63;-0.19;-0.62;0.03
46.87;1.59;0.37;0.63;0.15;-1.02;-0.22
46.876;1.41;0.72;0.48;0.15;-1.02;-0.22
46.893;1.41;0.72;0.48;0.41;-1.51;-0.47
46.894;0.06;1.0;0.87;0.41;-1.51;-0.47
46.895;0.06;1.0;0.87;0.52;-2.48;-0.51
46.927;-0.97;0.72;1.72;0.52;-2.48;-0.51
46.933;-0.97;0.72;1.72;0.91;-3.11;-0.05
46.935;-1.08;-0.23;2.56;0.91;-3.11;-0.05
46.936;-1.08;-0.23;2.56;1.38;-4.31;0.44
46.937;-1.2;-1.02;3.71;1.38;-4.31;0.44
46.937;-1.2;-1.02;3.71;0.89;-4.31;0.48
46.938;-1.55;-0.98;3.99;0.89;-4.31;0.48
46.939;-1.55;-0.98;3.99;0.28;-3.02;0.38
46.94;-1.12;-0.57;3.72;0.28;-3.02;0.38
46.941;-1.12;-0.57;3.72;-0.33;-1.36;0.15
46.948;-0.7;-0.49;2.73;-0.33;-1.36;0.15
46.95;-0.7;-0.49;2.73;-0.53;0.2;0.09
46.956;-0.86;-0.5;2.29;-0.53;0.2;0.09
46.96;-0.86;-0.5;2.29;-0.57;1.05;0.06
46.967;-0.55;-0.58;1.68;-0.57;1.05;0.06
46.97;-0.55;-0.58;1.68;-0.56;1.45;0.29
46.977;-0.5;-0.57;1.13;-0.56;1.45;0.29
46.98;-0.5;-0.57;1.13;-0.4;1.46;0.79
46.986;-0.32;-0.44;0.78;-0.4;1.46;0.79
46.99;-0.32;-0.44;0.78;-0.29;0.97;1.31
46.996;-0.2;-0.21;0.9;-0.29;0.97;1.31
47.008;-0.2;-0.21;0.9;-0.36;0.22;1.52
47.01;-0.25;-0.01;1.16;-0.36;0.22;1.52
47.011;-0.25;-0.01;1.16;-0.55;-0.41;1.43
47.033;-0.45;0.14;1.54;-0.55;-0.41;1.43
47.034;-0.45;0.14;1.54;-0.55;-0.41;1.43
47.035;-0.57;0.26;1.65;-0.55;-0.41;1.43
47.036;-0.57;0.26;1.65;-0.44;-0.17;1.33
47.037;-0.43;0.25;1.51;-0.44;-0.17;1.33
47.04;-0.43;0.25;1.51;-0.35;0.7;1.25
47.046;-0.36;0.3;1.38;-0.35;0.7;1.25
47.05;-0.36;0.3;1.38;-0.25;1.14;1.1
47.056;-0.11;0.26;1.11;-0.25;1.14;1.1
47.06;-0.11;0.26;1.11;-0.19;1.5;0.9
47.067;0.04;0.26;0.89;-0.19;1.5;0.9
47.07;0.04;0.26;0.89;-0.12;1.85;0.72
47.076;0.19;0.29;0.58;-0.12;1.85;0.72
47.084;0.19;0.29;0.58;-0.01;2.0;0.6
47.087;0.23;0.31;0.31;-0.01;2.0;0.6
47.091;0.23;0.31;0.31;0.13;2.09;0.51
47.111;0.28;0.3;0.13;0.13;2.09;0.51
47.112;0.28;0.3;0.13;0.25;2.2;0.36
47.113;0.36;0.27;-0.14;0.25;2.2;0.36
47.117;0.36;0.27;-0.14;0.37;2.02;0.19
47.118;0.39;0.22;-0.25;0.37;2.02;0.19
47.145;0.39;0.22;-0.25;0.47;1.84;0.08
47.147;0.48;0.16;-0.41;0.47;1.84;0.08
47.148;0.48;0.16;-0.41;0.5;1.55;0.0
47.15;0.48;0.16;-0.41;0.42;1.11;-0.05
47.15;0.52;-0.02;-0.69;0.42;1.11;-0.05
47.151;0.52;-0.02;-0.69;0.34;0.68;-0.06
47.156;0.43;-0.06;-0.6;0.34;0.68;-0.06
47.163;0.43;-0.06;-0.6;0.34;0.33;-0.04
47.169;-0.07;-0.1;-0.26;0.34;0.33;-0.04
47.17;-0.07;-0.1;-0.26;0.3;0.14;-0.05
47.176;0.35;0.06;-0.11;0.3;0.14;-0.05
47.183;0.35;0.06;-0.11;0.47;-0.19;0.04
47.186;0.56;0.19;0.14;0.47;-0.19;0.04
47.19;0.56;0.19;0.14;0.65;-0.47;0.12
47.196;0.76;-0.19;0.27;0.65;-0.47;0.12
47.211;0.76;-0.19;0.27;0.25;-0.72;0.39
47.212;1.48;-0.4;0.31;0.25;-0.72;0.39
47.214;1.48;-0.4;0.31;-0.5;-1.57;0.43
47.233;1.45;-0.68;0.07;-0.5;-1.57;0.43
47.234;1.45;-0.68;0.07;-1.2;-2.81;0.05
47.235;0.86;-1.04;0.33;-1.2;-2.81;0.05
47.236;0.86;-1.04;0.33;-1.64;-3.33;-0.32
47.238;-0.53;-0.97;1.77;-1.64;-3.33;-0.32
47.24;-0.53;-0.97;1.77;-1.55;-3.17;-0.25
47.247;-0.69;-0.03;2.64;-1.55;-3.17;-0.25
47.252;-0.69;-0.03;2.64;-1.15;-3.32;0.07
47.256;-1.32;0.9;3.83;-1.15;-3.32;0.07
47.26;-1.32;0.9;3.83;-0.57;-2.52;0.16
47.266;-1.21;1.23;4.0;-0.57;-2.52;0.16
47.27;-1.21;1.23;4.0;0.0;-0.89;-0.05
47.276;-1.14;0.7;3.23;0.0;-0.89;-0.05
47.28;-1.14;0.7;3.23;0.45;-0.27;-0.11
47.294;-0.47;0.28;1.92;0.45;-0.27;-0.11
47.295;-0.47;0.28;1.92;0.69;0.23;-0.14
47.296;-0.47;0.28;1.17;0.69;0.23;-0.14
47.319;-0.47;0.28;1.17;0.68;0.47;-0.22
47.32;-0.1;0.49;1.03;0.68;0.47;-0.22
47.321;-0.1;0.49;1.03;0.59;0.54;-0.49
47.322;-0.01;0.3;0.95;0.59;0.54;-0.49
47.323;-0.01;0.3;0.95;0.45;0.34;-1.03
47.327;-0.19;0.19;0.93;0.45;0.34;-1.03
47.33;-0.19;0.19;0.93;0.3;-0.02;-1.4
47.336;-0.31;0.06;1.21;0.3;-0.02;-1.4
47.34;-0.31;0.06;1.21;0.26;-0.43;-1.48
47.346;-0.47;-0.08;1.4;0.26;-0.43;-1.48
47.35;-0.47;-0.08;1.4;0.35;-0.71;-1.42
47.357;-0.63;-0.21;1.66;0.35;-0.71;-1.42
47.36;-0.63;-0.21;1.66;0.44;-0.8;-1.28
47.367;-0.75;-0.28;1.84;0.44;-0.8;-1.28
47.37;-0.75;-0.28;1.84;0.5;-0.68;-1.17
47.376;-0.73;-0.22;1.84;0.5;-0.68;-1.17
47.394;-0.73;-0.22;1.84;0.49;-0.3;-1.16
47.397;-0.54;-0.12;1.62;0.49;-0.3;-1.16
47.401;-0.54;-0.12;1.62;0.42;0.2;-1.19
47.402;-0.54;0.0;1.38;0.42;0.2;-1.19
47.403;-0.54;0.0;1.38;0.34;0.7;-1.17
47.406;-0.36;-0.02;1.0;0.34;0.7;-1.17
47.41;-0.36;-0.02;1.0;0.2;1.21;-1.18
47.419;-0.26;-0.04;0.72;0.2;1.21;-1.18
47.42;-0.26;-0.04;0.72;0.05;1.43;-1.11
47.426;-0.14;-0.08;0.55;0.05;1.43;-1.11
47.43;-0.14;-0.08;0.55;-0.09;1.74;-0.92
47.436;-0.06;-0.11;0.14;-0.09;1.74;-0.92
47.44;-0.06;-0.11;0.14;-0.17;2.17;-0.69
47.448;0.08;-0.13;0.04;-0.17;2.17;-0.69
47.45;0.08;-0.13;0.04;-0.19;2.14;-0.45
47.46;0.08;-0.13;0.04;-0.2;2.34;-0.28
47.466;0.51;-0.13;-0.27;-0.2;2.34;-0.28
47.47;0.51;-0.13;-0.27;-0.2;2.38;-0.18
47.477;0.62;-0.16;-0.4;-0.2;2.38;-0.18
47.493;0.62;-0.16;-0.4;-0.22;2.17;-0.13
47.494;0.56;-0.2;-0.51;-0.22;2.17;-0.13
47.495;0.56;-0.2;-0.51;-0.25;1.96;-0.06
47.496;0.6;-0.23;-0.66;-0.25;1.96;-0.06
47.518;0.6;-0.23;-0.66;-0.26;1.72;-0.01
47.519;0.5;-0.18;-0.86;-0.26;1.72;-0.01
47.52;0.5;-0.18;-0.86;-0.25;1.52;0.03
47.521;0.03;-0.04;-0.8;-0.25;1.52;0.03
47.522;0.03;-0.04;-0.8;-0.15;1.16;0.08
47.527;0.71;-0.23;-0.52;-0.15;1.16;0.08
47.531;0.71;-0.23;-0.52;-0.23;0.34;0.09
47.536;1.03;-0.03;0.09;-0.23;0.34;0.09
47.54;1.03;-0.03;0.09;-0.27;-0.47;0.08
47.546;1.56;0.23;0.8;-0.27;-0.47;0.08
47.551;1.56;0.23;0.8;-0.09;-1.25;-0.16
47.557;1.77;0.55;0.64;-0.09;-1.25;-0.16
47.56;1.77;0.55;0.64;0.36;-1.63;-0.47
47.567;1.1;0.68;0.54;0.36;-1.63;-0.47
47.571;1.1;0.68;0.54;0.7;-2.52;-0.62
47.576;-0.61;0.67;1.22;0.7;-2.52;-0.62
47.582;-0.61;0.67;1.22;0.93;-3.47;-0.5
47.586;-1.46;0.14;1.69;0.93;-3.47;-0.5
47.59;-1.46;0.14;1.69;1.3;-3.87;0.08
47.596;-1.32;-0.85;3.84;1.3;-3.87;0.08
47.601;-1.32;-0.85;3.84;1.33;-5.34;0.52
47.618;-1.55;-1.27;3.78;1.33;-5.34;0.52
47.62;-1.55;-1.27;3.78;0.72;-3.77;0.58
47.622;-1.19;-0.88;3.89;0.72;-3.77;0.58
47.627;-1.19;-0.88;3.89;-0.01;-1.94;0.43
47.628;-0.86;-0.45;2.78;-0.01;-1.94;0.43
47.654;-0.86;-0.45;2.78;-0.48;0.11;0.42
47.656;-0.45;-0.68;1.9;-0.48;0.11;0.42
47.658;-0.45;-0.68;1.9;-0.87;0.94;0.3
47.659;-0.76;-0.53;1.73;-0.87;0.94;0.3
47.661;-0.76;-0.53;1.73;-0.96;1.18;0.29
47.664;-0.46;-0.63;1.21;-0.96;1.18;0.29
47.666;-0.46;-0.63;1.21;-0.66;1.3;0.74
47.667;-0.32;-0.49;0.93;-0.66;1.3;0.74
47.67;-0.32;-0.49;0.93;-0.42;0.96;1.29
47.676;-0.19;-0.29;0.65;-0.42;0.96;1.29
47.694;-0.19;-0.29;0.65;-0.35;-0.43;1.83
47.696;-0.03;-0.04;0.91;-0.35;-0.43;1.83
47.697;-0.03;-0.04;0.91;-0.47;-0.87;1.67
47.698;-0.24;0.12;1.28;-0.47;-0.87;1.67
47.721;-0.24;0.12;1.28;-0.56;-1.0;1.48
47.722;-0.52;0.28;1.75;-0.56;-1.0;1.48
47.723;-0.52;0.28;1.75;-0.53;-0.74;1.43
47.724;-0.78;0.43;2.1;-0.53;-0.74;1.43
47.724;-0.78;0.43;2.1;-0.48;-0.08;1.43
47.726;-0.76;0.42;2.08;-0.48;-0.08;1.43
47.73;-0.76;0.42;2.08;-0.46;0.66;1.32
47.736;-0.43;0.26;1.61;-0.46;0.66;1.32
47.74;-0.43;0.26;1.61;-0.44;1.08;1.17
47.748;-0.48;0.33;1.42;-0.44;1.08;1.17
47.751;-0.48;0.33;1.42;-0.35;1.51;0.98
47.756;-0.12;0.2;1.08;-0.35;1.51;0.98
47.76;-0.12;0.2;1.08;-0.26;1.75;0.81
47.766;0.06;0.17;0.77;-0.26;1.75;0.81
47.77;0.06;0.17;0.77;-0.14;1.95;0.7
47.776;0.22;0.2;0.5;-0.14;1.95;0.7
47.8;0.22;0.2;0.5;-0.01;2.13;0.6
47.802;0.27;0.22;0.19;-0.01;2.13;0.6
47.803;0.27;0.22;0.19;0.13;2.17;0.46
47.804;0.35;0.2;0.03;0.13;2.17;0.46
47.805;0.35;0.2;0.03;0.26;2.2;0.29
47.807;0.43;0.18;-0.18;0.26;2.2;0.29
47.811;0.43;0.18;-0.18;0.38;2.07;0.16
47.832;0.47;0.19;-0.31;0.38;2.07;0.16
47.833;0.47;0.19;-0.31;0.49;1.87;0.07
47.834;0.56;0.21;-0.48;0.49;1.87;0.07
47.835;0.56;0.21;-0.48;0.51;1.57;-0.01
47.841;0.56;0.21;-0.48;0.5;1.15;-0.07
47.847;0.61;0.14;-0.77;0.5;1.15;-0.07
47.85;0.61;0.14;-0.77;0.48;0.66;-0.14
47.856;0.33;0.05;-0.71;0.48;0.66;-0.14
47.861;0.33;0.05;-0.71;0.31;0.46;-0.28
47.866;0.36;0.17;-0.47;0.31;0.46;-0.28
47.87;0.36;0.17;-0.47;0.36;-0.15;-0.27
47.876;0.68;0.31;-0.19;0.36;-0.15;-0.27
47.889;0.68;0.31;-0.19;0.6;-0.71;-0.18
47.891;0.76;0.08;0.0;0.6;-0.71;-0.18
47.892;0.76;0.08;0.0;0.43;-1.22;0.08
47.915;1.48;-0.42;0.2;0.43;-1.22;0.08
47.918;1.48;-0.42;0.2;-0.09;-1.76;0.34
47.919;1.48;-0.42;0.2;-0.09;-1.76;0.34
47.919;1.48;-0.42;0.2;-0.6;-2.74;0.2
47.922;1.14;-0.72;0.04;-0.6;-2.74;0.2
47.923;1.14;-0.72;0.04;-1.11;-3.8;-0.21
47.926;0.2;-1.0;0.83;-1.11;-3.8;-0.21
47.931;0.2;-1.0;0.83;-1.32;-3.97;-0.43
47.936;-0.92;-0.69;2.41;-1.32;-3.97;-0.43
47.94;-0.92;-0.69;2.41;-1.4;-3.94;-0.38
47.95;-1.24;0.39;4.0;-1.4;-3.94;-0.38
47.951;-1.24;0.39;4.0;-0.92;-2.84;-0.1
47.956;-1.33;1.01;3.93;-0.92;-2.84;-0.1
47.96;-1.33;1.01;3.93;-0.32;-1.59;-0.19
47.967;-0.93;0.48;2.84;-0.32;-1.59;-0.19
47.97;-0.93;0.48;2.84;0.11;-0.36;-0.33
47.976;-0.62;0.4;2.38;0.11;-0.36;-0.33
47.994;-0.62;0.4;2.38;0.45;0.25;-0.35
47.996;-0.09;0.27;1.69;0.45;0.25;-0.35
47.998;-0.09;0.27;1.69;0.56;0.57;-0.38
47.999;-0.29;0.55;1.14;0.56;0.57;-0.38
48.031;-0.29;0.55;1.14;0.58;0.73;-0.61
48.033;0.1;0.5;0.95;0.58;0.73;-0.61
48.034;0.1;0.5;0.95;0.49;0.59;-1.01
48.035;0.0;0.31;0.89;0.49;0.59;-1.01
48.036;0.0;0.31;0.89;0.3;0.28;-1.47
48.037;-0.14;0.15;1.1;0.3;0.28;-1.47
48.038;-0.14;0.15;1.1;0.13;-0.19;-1.71
48.039;-0.39;-0.01;1.26;0.13;-0.19;-1.71
48.041;-0.39;-0.01;1.26;0.16;-0.48;-1.78
48.05;-0.47;-0.11;1.45;0.16;-0.48;-1.78
48.052;-0.47;-0.11;1.45;0.28;-0.72;-1.61
48.056;-0.53;-0.19;1.67;0.28;-0.72;-1.61
48.06;-0.53;-0.19;1.67;0.39;-0.77;-1.5
48.066;-0.66;-0.24;1.7;0.39;-0.77;-1.5
48.07;-0.66;-0.24;1.7;0.44;-0.54;-1.43
48.076;-0.66;-0.25;1.66;0.44;-0.54;-1.43
48.095;-0.66;-0.25;1.66;0.43;-0.14;-1.41
48.097;-0.58;-0.2;1.43;0.43;-0.14;-1.41
48.098;-0.58;-0.2;1.43;0.35;0.37;-1.39
48.099;-0.47;-0.16;1.17;0.35;0.37;-1.39
48.101;-0.47;-0.16;1.17;0.25;0.87;-1.3
48.106;-0.37;-0.16;0.83;0.25;0.87;-1.3
48.11;-0.37;-0.16;0.83;0.15;1.28;-1.16
48.125;-0.3;-0.22;0.54;0.15;1.28;-1.16
48.127;-0.3;-0.22;0.54;0.03;1.51;-0.96
48.132;-0.2;-0.24;0.38;0.03;1.51;-0.96
48.134;-0.2;-0.24;0.38;-0.06;1.68;-0.69
48.138;-0.03;-0.25;0.15;-0.06;1.68;-0.69
48.14;-0.03;-0.25;0.15;-0.13;1.84;-0.42
48.147;0.14;-0.24;0.1;-0.13;1.84;-0.42
48.15;0.14;-0.24;0.1;-0.17;1.88;-0.23
48.156;0.35;-0.22;-0.04;-0.17;1.88;-0.23
48.16;0.35;-0.22;-0.04;-0.23;2.13;-0.1
48.166;0.5;-0.23;-0.23;-0.23;2.13;-0.1
48.17;0.5;-0.23;-0.23;-0.32;2.2;-0.02
48.176;0.46;-0.24;-0.38;-0.32;2.2;-0.02
48.191;0.46;-0.24;-0.38;-0.4;2.06;0.03
48.192;0.57;-0.24;-0.54;-0.4;2.06;0.03
48.193;0.57;-0.24;-0.54;-0.47;1.87;0.12
48.215;0.48;-0.21;-0.66;-0.47;1.87;0.12
48.217;0.48;-0.21;-0.66;-0.48;1.69;0.18
48.218;0.37;-0.12;-0.89;-0.48;1.69;0.18
48.218;0.37;-0.12;-0.89;-0.41;1.49;0.27
48.219;-0.02;-0.03;-0.73;-0.41;1.49;0.27
48.221;-0.02;-0.03;-0.73;-0.26;1.01;0.4
48.227;0.66;-0.3;-0.58;-0.26;1.01;0.4
48.23;0.66;-0.3;-0.58;-0.35;0.29;0.42
48.236;1.02;-0.03;0.21;-0.35;0.29;0.42
48.24;1.02;-0.03;0.21;-0.51;-0.58;0.37
48.247;1.53;0.13;0.53;-0.51;-0.58;0.37
48.25;1.53;0.13;0.53;-0.3;-1.19;0.16
48.256;1.91;0.51;1.08;-0.3;-1.19;0.16
48.26;1.91;0.51;1.08;0.15;-2.09;-0.1
48.266;1.37;0.81;0.66;0.15;-2.09;-0.1
48.27;1.37;0.81;0.66;0.7;-2.73;-0.28
48.276;-0.16;0.98;1.07;0.7;-2.73;-0.28
48.29;-0.16;0.98;1.07;0.93;-3.63;-0.2
48.292;-1.62;0.41;2.03;0.93;-3.63;-0.2
48.292;-1.62;0.41;2.03;1.35;-4.22;0.26
48.318;-1.37;-0.45;3.76;1.35;-4.22;0.26
48.32;-1.37;-0.45;3.76;1.58;-5.42;0.68
48.322;-1.39;-0.94;3.68;1.58;-5.42;0.68
48.323;-1.39;-0.94;3.68;1.01;-3.66;0.43
48.324;-1.31;-0.67;3.97;1.01;-3.66;0.43
48.326;-1.31;-0.67;3.97;0.2;-2.26;0.16
48.328;-0.95;-0.46;2.93;0.2;-2.26;0.16
48.333;-0.95;-0.46;2.93;-0.7;0.84;0.15
48.336;-0.76;-0.51;2.12;-0.7;0.84;0.15
48.341;-0.76;-0.51;2.12;-0.83;1.37;0.28
48.347;-0.63;-0.48;1.91;-0.83;1.37;0.28
48.35;-0.63;-0.48;1.91;-0.64;1.64;0.6
